bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
eddledi01,Dike,Thomas,Dwight,Eddleman,,,,"Dike, Dwight",F-G,0,0,74.5,189,Illinois,,27-12-22,Centralia,IL,USA,Centralia,Centralia,IL,USA,01-08-01,W
edelike01,Kent,Kenton,Scott,Edelin,,,,Kent,F,0,0,80,204,Virginia,,24-05-62,Heidelburg,,GER,Bayfield,Alexandria,VA,USA,0000-00-00,B
edgech01,Charlie,Charles,,Edge,,,,"Charlie, Razor",F,0,0,78,210,Lemoyne-Owen,,23-02-50,Hampraca,MI,USA,Northeastern,Detroit,MI,USA,0000-00-00,B
edwarbi01,Bill,William,Allen,Edwards,,,,Bill,F,0,0,80,215,Wright State,,22-09-71,Middletown,OH,USA,Batavia / Carlisle,Batavia / Carlisle,OH,USA,0000-00-00,B
edwarbl01,Blue,Theodore,,Edwards,,,,Blue,G-F,0,0,76,200,East Carolina,Louisburg JC,31-10-65,Washington,DC,USA,Greene Central,Snow Hill,NC,USA,0000-00-00,B
edwardo01,Doug,Douglas,,Edwards,,,,Doug,F,0,0,79,220,Florida State,,21-01-71,Miami,FL,USA,Senior,Miami,FL,USA,0000-00-00,B
eganjo01,Johnny,John,Francis,Egan,,,,Johnny,G,0,0,71,180,Providence,,31-01-39,Hartford,CT,USA,Weaver,Hartford,CT,USA,0000-00-00,W
ehlerbu01,Bulbs,Edwin,S.,Ehlers,,,,"Ed, Eddie, Bulbs",F-G,0,0,75,198,Purdue,,10-03-23,,,,South Bend Central,South Bend,IN,USA,0000-00-00,W
ehlocr01,Craig,Joel,Craig,Ehlo,,,,"Craig, Mr. Everything, Eggs",G-F,0,0,78,180,Washington State,Odessa JC,11-08-61,Lubbock,TX,USA,Monterey,Lubbock,TX,USA,0000-00-00,W
eichhdi01,Dick,Richard,A.,Eichhorst,,,,Dick,G,0,0,75,200,Southeast Missouri,,21-10-33,,,,Hancock,St. Louis,MO,USA,0000-00-00,W
eliasdo01,Don,Donald,Carlton,Eliason,,,,Don,F,0,0,74,210,Hamline,,24-07-18,Owatonna,MN,USA,Harding,St. Paul,MN,USA,18-08-03,W
ellefra01,Ray,Eugene,Ray,Ellefson,,,,Ray,C,0,0,80,230,West Texas State,Oklahoma A&M/Colorado,18-11-27,Brookings,SD,USA,,,,,07-10-94,W
elliobo01,Bob,Robert,Alan,Elliott,,,,Bob,C-F,0,0,80,225,Arizona,,18-08-55,Ann Arbor,MI,USA,Pioneer,Ann Arbor,MI,USA,0000-00-00,B
ellisbo01,Boo,Alexander,,Ellis,,,,"Alex, Boo",F,0,0,77,185,Niagara,,11-02-36,,,,Hamilton,Hamilton,OH,USA,06-05-10,B
ellisbo02,Bo,Maurice,H.,Ellis,,,,Bo,F,0,0,80,197,Marquette,,08-08-54,Chicago,IL,USA,Parker,Chicago,IL,USA,0000-00-00,B
ellisjo01,Joe,Joseph,Franklin,Ellis,,,,Joe,F-G,0,0,78,175,San Francisco,,03-05-44,Oakland,CA,USA,McClymonds,Oakland,CA,USA,0000-00-00,B
elmorle01,Len,Leonard,J.,Elmore,,,,Len,C-F,0,0,81,220,Maryland,,28-03-52,New York,NY,USA,Power Memorial,New York,NY,USA,0000-00-00,B
englech01,Chris,Christopher,Aaron,Engler,,,,Chris,C,0,0,83,245,Wyoming,Minnesota,01-03-59,Stillwater,MN,USA,Stillwater,Stillwater,MN,USA,0000-00-00,W
engliaj01,A.J.,Albert,Jay,English,,,,A.J.,G,0,0,75,175,Virginia Union,,11-07-67,Wilmington,DE,USA,Howard Career Center,Wilmington,DE,USA,0000-00-00,B
englial01,Alex,Alexander,,English,,,,"Alex, The Blade",F,0,0,79,190,South Carolina,,05-01-54,Columbia,SC,USA,Dreher,Columbia,SC,USA,0000-00-00,B
englijo01,Jo Jo,Stephen,,English,,,,Jo-Jo,G,0,0,76,195,South Carolina,,04-02-70,Frankfurt,,GER,Lower Richland,Hopkins,SC,USA,0000-00-00,B
eppsra01,Ray,Raymond,Edward,Epps,,,Jr.,Ray,F,0,0,78,195,Norfolk State,,20-08-56,Amelia,VA,USA,George Wythe,Richmond,VA,USA,0000-00-00,B
eriasbo01,Bo,Baltico,S.,Erias,,,,Bo,F,0,0,75,200,Niagara,,30-07-32,Astoria,NY,USA,Automotive,Brooklyn,NY,USA,25-01-07,W
evansbi01,Billy,William,D.,Evans,,,,"Billy, Bill",G,0,0,72,170,Boston College,,03-03-47,(ht) New Haven,CT,USA,Hillhouse,New Haven,CT,USA,0000-00-00,W
evansbo01,Bob,Robert,W.,Evans,,,,Bob,G,0,0,74,175,Butler,Indiana,31-05-25,Indianapolis,IN,USA,,,,,27-09-97,W
evansmi01,Mike,Michael,Leeroyall,Evans,,,,Mike,G,0,0,73,170,Kansas State,,19-04-55,Goldsboro,NC,USA,Goldsboro / Laurinburg Inst.,Goldsboro / Laurinburg,NC,USA,0000-00-00,B
evansre01,Reggie,Reginald,Jamaal,Evans,,,,Reggie,F-C,0,0,80,245,Iowa,Coffeyville JC,18-05-80,Pensacola,FL,USA,Woodham,Pensacola,FL,USA,0000-00-00,B
fabeljo01,Joe,Joseph,,Fabel,,,,Joe,F-G,0,0,73,190,Pittsburgh,,04-09-13,,,,East Pittsburgh,Pittsburgh,PA,USA,31-01-67,W
farbmph01,Phil,Philip,M.,Farbman,,,,Phil,F,0,0,73,185,CCNY,Brooklyn,03-04-24,,,,,,,,15-09-96,W
farledi01,Dick,Richard,L.,Farley,,,,Dick,G-F,0,0,76,190,Indiana,,13-04-32,,,,Winslow,Winslow,IN,USA,01-10-69,W
farmeji01,Jim,James,Hubert,Farmer,,,III,Jim,G,0,0,76,190,Alabama,,23-09-64,Dothan,AL,USA,Houston Academy,Dothan,AL,USA,0000-00-00,W
farmemi01,Mike,Don,Michael,Farmer,,,,Mike,F,0,0,79,210,San Francisco,,26-09-36,Oklahoma City,OK,USA,Richmond,Richmond,CA,USA,0000-00-00,W
farmeto01,Tony,Anthony,Todd,Farmer,,,,Tony,F,0,0,81,225,Nebraska,San Jose State,03-01-70,Los Angeles,CA,USA,Artesia,Lakewood,CA,USA,0000-00-00,B
faughbo01,Bob,Robert,Edward,Faught,,,,Bob,F,0,0,76,180,Notre Dame,,02-09-21,,,,Cleveland Heights,Cleveland Heights,OH,USA,23-04-02,W
fedorda01,Dave,Samuel,David,Fedor,,,,Dave,F,0,0,78,190,Florida State,,10-12-40,,,,Zephyr Hills,Zephyr Hills,FL,USA,0000-00-00,W
feeribo01,Bob,Robert,Joseph,Feerick,,,,Bob,F-G,0,0,75,190,Santa Clara,,02-01-20,San Francisco,CA,USA,Lowell,San Francisco,CA,USA,08-06-76,W
feherbu01,Butch,Raymond,G.,Feher,,,,Butch,G,0,0,76,185,Vanderbilt,,19-05-54,Flint,MI,USA,Alpena,Alpena,MI,USA,0000-00-00,W
feierro01,Ron,Ronald,E.,Feiereisel,,,,Ron,G,0,0,75,175,DePaul,,06-08-31,,,,DePaul Academy,Chicago,IL,USA,28-01-00,W
felixra01,Ray,Raymond,Darlington,Felix,,,,Ray,C,0,0,83,220,LIU,,10-12-30,New York,NY,USA,Metropolitan,New York,NY,USA,28-07-91,B
fendlja01,Jake,John,Phillip,Fendley,,,,Jake,G,0,0,72,180,Northwestern,,12-06-29,,,,South Shore,Chicago,IL,USA,09-08-02,W
fenlewa01,Warren,William,Warren,Fenley,,,,"Bill, Warren",F,0,0,75,190,Manhattan,,08-02-22,,,,Port Richmond,Staten Island,NY,USA,18-01-09,W
ferraal01,Al,Albert,R.,Ferrari,,,,"Al, Muggsy, Cat",G-F,0,0,76,190,Michigan State,,06-07-33,New York,NY,USA,Brooklyn Tech,Brooklyn,NY,USA,0000-00-00,W
ferriar01,Arnie,Chariton,Arnold,Ferrin,,,Jr.,Arnie,F-G,0,0,74,180,Utah,,29-07-25,Salt Lake City,UT,USA,Ogden,Ogden,UT,USA,0000-00-00,W
ferrybo01,Bob,Robert,Dean,Ferry,,,,"Bob, Big Flipper",C-F,0,0,80,230,St. Louis,,31-05-37,St. Louis,MO,USA,Cleveland / DuBourg,St. Louis,MO,USA,0000-00-00,W
ferryda01,Danny,Daniel,John Willard,Ferry,,,,Danny,F,0,0,82,230,Duke,,17-10-66,Hyattsville,MD,USA,Dematha Catholic,Hyattsville,MD,USA,0000-00-00,W
fieldbo01,Bobby,Robert,L.,Fields,,,,Bobby,G,0,0,74.5,175,LaSalle,Brandywine JC,20-10-49,,,,,,,,0000-00-00,B
fieldke01,Kenny,Kenneth,Henry,Fields,,,,Kenny,F-G,0,0,77,220,UCLA,,09-02-62,Iowa City,IA,USA,Verbum Dei,Los Angeles,CA,USA,0000-00-00,B
filipro01,Ron,Ronald,Stanley,Filipek,,,,Ron,F,0,0,77,205,Tennessee Tech,,05-02-44,,,,St. Joseph,Camden,NJ,USA,09-12-05,W
fillmgr01,Greg,Gregory,Paul,Fillmore,,,,Greg,C,0,0,85,240,Cheyney State,Fort Dodge CC,07-03-47,Philadelphia,PA,USA,Franklin,Philadelphia,PA,USA,0000-00-00,B
finkeha01,Hank,Henry,J.,Finkel,,,,Hank,C,0,0,84,240,Dayton,St. Peter's,20-04-42,Union City,NJ,USA,Holy Name,Union City,NJ,USA,0000-00-00,W
fisheri01,Rick,Richard,B.,Fisher,,,,Rick,F,0,0,77,215,Colorado State,Trinidad JC,27-10-48,,,,Washington,Denver,CO,USA,0000-00-00,B
fishma01,Matt,Matthew,Edward,Fish,,,,Matt,C,0,0,83,235,UNC-Wilmington,,18-11-69,Washington,IA,USA,Washington,Washington,IA,USA,0000-00-00,W
fitzgbo01,Bob,Robert,,Fitzgerald,,,,Bob,F-C,0,0,77,190,Fordham,Seton Hall?,14-03-23,Queens,NY,USA,Newtown,Elmhurst,NY,USA,0000-00-00,W
fitzgdi01,Dick,Richard,,Fitzgerald,,,,Dick,F,0,0,74,175,Seton Hall,,18-11-20,,,,,,,,13-04-68,W
fizerma01,Marcus,Darnell,Marcus Lamar,Fizer,,,,Marcus,F,0,0,80,260,Iowa State,,10-08-78,Detroit,MI,USA,Arcadia,Arcadia,LA,USA,0000-00-00,B
fleisje01,Jerry,Jerome,,Fleishman,,,,Jerry,G-F,0,0,74,190,NYU,LIU,14-02-22,Brooklyn,NY,USA,Erasmus Hall,Brooklyn,NY,USA,20-06-07,W
flemial01,Al,Albert,,Fleming,,,Jr.,Al,F,0,0,79,215,Arizona,,05-04-54,Chicago,IL,USA,Elston,Michigan City,IN,USA,14-05-03,B
flemied01,Ed,Edward,Rufus,Fleming,,,,Ed,G-F,0,0,75,189,Niagara,,25-07-33,,,,Westinghouse,Pittsburgh,PA,USA,10-04-02,B
floydsl01,Sleepy,Eric,Augustus,Floyd,,,,Sleepy,G,0,0,75,170,Georgetown,,06-03-60,Gastonia,NC,USA,Hunter Huss,Gastonia,NC,USA,0000-00-00,B
flynnmi01,Mike,Michael,David,Flynn,,,,Mike,G,0,0,74,180,Kentucky,,31-07-53,Casablanca,,MOR,Jeffersonville,Jeffersonville,IN,USA,0000-00-00,W
foleyja01,Jack,John,E.,Foley,,,,"Jack, Jack the Shot",F,0,0,74,170,Holy Cross,,19-04-39,Worcester,MA,USA,Assumption Prep,Worcester,MA,USA,0000-00-00,W
footeje01,Jeff,Jeffrey,Bernard,Foote,,,,Jeff,C-F,0,0,84,265,Cornell,St. Bonaventure,14-07-87,Lockwood,NY,USA,Spencer-Van Etten,Spencer,NY,USA,0000-00-00,W
fordbo01,Bob,Robert,Alan,Ford,,,,Bob,F,0,0,79,228,Purdue,,26-01-50,,,,North,Evansville,IN,USA,0000-00-00,W
fordch01,Chris,Christopher,Joseph,Ford,,,,Chris,G-F,0,0,77,190,Villanova,,11-01-49,Atlantic City,NJ,USA,Holy Spirit,Absecon,NJ,USA,0000-00-00,W
forddo01,Don,Donald,J.,Ford,,,,Don,F,0,0,80.5,215,Cal. St.-Santa Barbara,Santa Barbara CC / New Mexico,31-12-52,Santa Barbara,CA,USA,Santa Barbara,Santa Barbara,CA,USA,0000-00-00,W
fordsh01,Sherell,Willard,Sherell,Ford,,,,Sherell,F,0,0,79,210,Illinois-Chicago,,26-08-72,Baton Rouge,LA,USA,Proviso East,Maywood,IL,USA,0000-00-00,B
fordtj01,T.J.,Terrance,Jerod,Ford,,,,T.J.,G,0,0,70,165,Texas,,24-03-83,Baytown,TX,USA,Willowridge,Sugarland,TX,USA,0000-00-00,B
formado01,Donnie,Donald,J.,Forman,,,,"Donnie, Don",G,0,0,70,175,NYU,,17-01-26,,,,,,,,0000-00-00,W
fortsda01,Danny,Daniel,Anthony,Fortson,,,,Danny,F,0,0,79,260,Cincinnati,,27-03-76,Philadelphia,PA,USA,Altoona / Shaler,Altoona  / Pittsburgh,PA,USA,0000-00-00,B
fostegr01,Greg,Gregory,Clinton,Foster,,,,Greg,F-C,0,0,83,240,UTEP,UCLA,03-10-68,Oakland,CA,USA,Skyline,Oakland,CA,USA,0000-00-00,W
fosteje01,Jeff,Jeffrey,Douglas,Foster,,,,Jeff,F-C,0,0,83,230,Southwest Texas State,,16-01-77,San Antonio,TX,USA,James Madison,San Antonio,TX,USA,0000-00-00,W
fosteji01,Jimmy,James,V.,Foster,,,,"Jimmy, Jim",G,0,0,73,175,Connecticut,Becker JC,16-12-51,Jersey City,NJ,USA,,,,,0000-00-00,B
fostero01,Rod,Roderick,Allen,Foster,,,,Rod,G,0,0,73,160,UCLA,,10-10-60,Birmingham,AL,USA,Aquinas,New Britain,CT,USA,0000-00-00,B
foustla01,Larry,Lawrence,Michael,Foust,,,,"Larry, Large Lawrence",C-F,0,0,81,215,LaSalle,,24-06-28,Painesville,OH,USA,South Catholic,Philadelphia,PA,USA,27-10-84,W
fowleca01,Cal,Calvin,Bernard,Fowler,,,,Cal,G,0,0,72,175,St. Francis (PA),,11-02-40,Pittsburgh,PA,USA,David B. Oliver,Pittsburgh,PA,USA,0000-00-00,B
foxji01,Jim,James,L.,Fox,,,,"Jim, Foxy",C-F,0,0,81,220,South Carolina,Gordon Military JC,07-04-43,Atlanta,GA,USA,Gordon Military H.S.,Barnesville,GA,USA,0000-00-00,W
foxri01,Rick,Ulrich,Alexander,Fox,,,,Rick,G-F,0,0,78,230,North Carolina,,24-07-69,Toronto,ON,CAN,Warsaw Community,Warsaw,IN,USA,0000-00-00,B
frankna01,Nat,Nathan,,Frankel,,,,Nat,F-G,0,0,72,195,Brooklyn,none?,03-11-13,,,,Tilden,Brooklyn,NY,USA,14-03-06,W
frankwi01,Will,William,Thomas,Franklin,,,,"Will, Bill",F,0,0,79,220,Purdue,,19-10-49,Norfolk,VA,USA,Booker T. Washington,Norfolk,VA,USA,0000-00-00,B
franzro01,Ron,Ronald,Stephen,Franz,,,,Ron,F,0,0,79,205,Kansas,,20-10-45,Kansas City,KS,USA,Bishop Ward,Kansas City,KS,USA,0000-00-00,W
fraziwa01,Walt,Walter,,Frazier,,,Jr.,"Walt, Clyde",G,0,0,76,200,Southern Illinois,,29-03-45,Atlanta,GA,USA,David T. Howard,Atlanta,GA,USA,0000-00-00,B
fraziwi01,Will,Wilbert,B.,Frazier,,,,Will,C-F,0,0,79,210,Grambling,,24-08-42,Minden,LA,USA,,,,,0000-00-00,B
fredeji01,Jimmer,James,Taft,Fredette,,,,Jimmer,G,0,0,74,195,BYU,,25-02-89,Glens Falls,NY,USA,Glens Falls,Glen Falls,NY,USA,0000-00-00,W
freemdo01,Donnie,Donald,E.,Freeman,,,,"Don, Donnie, Free",G,0,0,75,185,Illinois,,18-07-44,Madison,IL,USA,Madison,Madison,IL,USA,0000-00-00,B
freemro01,Rod,Rodney,Lee,Freeman,,,,Rod,F,0,0,79,225,Vanderbilt,,05-11-50,,,,Anderson,Anderson,IN,USA,0000-00-00,W
freijma01,Matt,Matthew,Wayne,Freije,,,,Matt,F,0,0,82,249,Vanderbilt,,02-10-81,Overland Park,KS,USA,Shawnee Mission West,Overland Park,KS,USA,0000-00-00,W
frienla01,Larry,Lawrence,,Friend,,,,Larry,G-F,0,0,76,185,California,Los Angeles CC,14-04-35,Chicago,IL,USA,Marshall / Fairfax,Chicago / Los Angeles,IL / CA,USA,27-02-98,W
frinkpa01,Pat,Patrick,Edward,Frink,,,,Pat,G,0,0,76,195,Colorado,,18-02-45,Hutchinson,KS,USA,Wheat Ridge,Wheat Ridge,CO,USA,06-05-12,W
fritsji01,Jim,James,A.,Fritsche,,,,Jim,F-C,0,0,80,210,Hamline,,10-12-31,,,,Humboldt,St. Paul,MN,USA,0000-00-00,W
fuetshe01,Herm,Herman,Joseph,Fuetsch,,,,"Herm, Dutch",G,0,0,72,170,none,,06-07-18,San Francisco,CA,USA,Poly,San Francisco,CA,USA,29-09-10,W
fulksjo01,Joe,Joseph,Franklin,Fulks,,,,"Joe, Jumpin' Joe",F-C,0,0,77,190,Murray State,Milsaps?,26-10-21,Birmingham,KY,USA,Birmingham/Kuttawa,Birmingham/Kuttawa,KY,USA,21-03-76,W
fulleto01,Tony,Anthony,Ike,Fuller,,,,Tony,G,0,0,76,180,Pepperdine,Vincennes JC,04-09-58,Detroit,MI,USA,St. Martin de Porres,Detroit,MI,USA,0000-00-00,B
gaborbi01,Bill,William,A.,Gabor,,,,"Billy, Bullet Bill, the Human Projectile",G-F,0,0,71,170,Syracuse,,13-05-22,,,,Binghamton Central / Peekskill Military Acad,Binghamton / Peekskill,NY,USA,0000-00-00,W
gadzuda01,Dan,Daniel,,Gadzuric,,,,Dan,C,0,0,83,240,UCLA,,02-08-78,Den Haag,,HOL,Gov. Drummer Academy,Byfield,MA,USA,0000-00-00,B
gainebi01,Bill,William,Roosevelt,Gaines,,,,Bill,G,0,0,76,185,East Texas State,,10-03-46,,,,,,,,0000-00-00,B
gainere01,Reece,Clifton,Reece,Gaines,,,,Reece,G,0,0,78,205,Louisville,,07-01-81,Madison,WI,USA,Madison West,Madison,WI,USA,0000-00-00,B
galemi01,Mike,Michael,Eugene,Gale,,,,"Mike, Flipper, Sugar",G,0,0,76,185,Elizabeth City State,,18-07-50,Philadelphia,PA,USA,Overbrook,Philadelphia,PA,USA,0000-00-00,B
gambeda01,Dave,David,P.,Gambee,,,,"Dave, The Prince, Jules",F,0,0,78,215,Oregon State,,16-04-37,Portland,OR,USA,Corvallis,Corvallis,OR,USA,0000-00-00,W
ganttbo01,Bob,Robert,M.,Gantt,,,Jr.,Bob,F-C,0,0,76,205,Duke,,22-06-22,,,,Durham,Durham,NC,USA,25-10-94,W
gardnch01,Chuck,Charles,Rutland,Gardner,,,,Chuck,F,0,0,80,205,Colorado,,30-09-44,Lincoln,NE,USA,Pennsbury,Yardley,PA,USA,0000-00-00,W
gardnke01,Kenny,Kenneth,Kay,Gardner,,,,"Kenny, Ken",F,0,0,77,205,Utah,,27-09-49,,,,Clearfield,Clearfield,UT,USA,0000-00-00,W
gardnve01,Vern,Vernon,B.,Gardner,,,,Vern,F-C,0,0,77,200,Utah,Wyoming,14-05-25,Afton,WY,USA,Star Valley,Afton,WY,USA,26-08-87,W
garmadi01,Dick,Richard,Eugene,Garmaker,,,,"Dick, Gar",G-F,0,0,75,200,Minnesota,Hibbing CC,29-10-32,Hibbing,MN,USA,Hibbing,Hibbing,MN,USA,0000-00-00,W
garnebi01,Bill,William,,Garner,,,,"Bill, The Orbit",C,0,0,82,220,Portland,,17-06-40,East St. Louis,IL,USA,East St. Louis,East St. Louis,MO,USA,0000-00-00,B
garnebi02,Bill,William,Patrick,Garnett,,,,Bill,F,0,0,81,221,Wyoming,,22-04-60,Kansas City,MO,USA,Regis,Denver,CO,USA,0000-00-00,W
garredi01,Dick,Eldo,,Garrett,,,,"Dick, PeeWee",G,0,0,75,185,Southern Illinois,,31-01-47,Chicago,IL,USA,Centralia,Centralia,IL,USA,0000-00-00,B
garripa01,Pat,Patrick,Joseph,Garrity,,,,Pat,F,0,0,81,238,Notre Dame,,23-08-76,Las Vegas,NV,USA,Lewis Palmer,Monument,CO,USA,0000-00-00,W
garrito01,Tom,Thomas,S.,Garrick,,,,"Tom, Chief",G,0,0,74,185,Rhode Island,,07-07-66,West Warwick,RI,USA,West Warwick,West Warwick,RI,USA,0000-00-00,B
garviji01,Jim,James,D.,Garvin,,,,Jim,F,0,0,79,200,Boston University,,05-02-50,,,,,,,,0000-00-00,B
gatesfr01,Frank,Ben,Frank,Gates,,,,"Frank, Frankie, Needle",G-F,0,0,72,160,Sam Houston State,,12-04-20,(ht) Huntsville,TX,USA,,,,,26-07-78,W
gattike01,Kenny,Kenneth,Clay,Gattison,,,,Kenny,F-C,0,0,80,225,Old Dominion,,23-05-64,Wilmington,NC,USA,New Hanover,Wilmington,NC,USA,0000-00-00,B
gaydaed01,Ed,Edward,C.,Gayda,,,,Ed,G-F,0,0,76,210,Washington State,,11-05-27,,,,Hoquiam,Hoquiam,WA,USA,0000-00-00,W
gearyre01,Reggie,Reginald,Elliot,Geary,,,,Reggie,G,0,0,74,187,Arizona,,31-08-73,Trenton,NJ,USA,Mater Dei,Santa Ana,CA,USA,0000-00-00,B
geigema01,Matt,Matthew,Allen,Geiger,,,,Matt,C,0,0,84,243,Georgia Tech,Auburn,10-09-69,Salem,MA,USA,Countryside Senior,Clearwater,FL,USA,0000-00-00,W
georgja01,Jack,John,Edwin,George,,,Jr.,Jack,G,0,0,74,190,LaSalle,Notre Dame,13-11-28,Swissvale,PA,USA,St. Johns Military,Washington,DC,USA,30-01-89,W
gerargu01,Gus,Daniel,James,Gerard,,,,Gus,F-G,0,0,80,200,Virginia,,27-07-53,Uniontown,PA,USA,Laurel Heights,Uniontown,PA,USA,0000-00-00,W
getchgo01,Gorham,Charles,Gorham,Getchell,,,,Gorham,C,0,0,76,205,Temple,,14-08-20,Abington,PA,USA,Jenkintown,Jenkintown,PA,USA,07-07-80,W
gibsoho01,Hoot,Ward,B.,Gibson,,,Jr.,Hoot,F-C,0,0,77,198,Creighton,,05-12-21,,,,Roosevelt,Des Moines,IA,USA,01-02-58,W
gibsome01,Mel,Melvin,L.,Gibson,,,,Mel,G,0,0,75,180,Western Carolina,,30-12-40,Cordova,NC,USA,Rockingham,Rockingham,NC,USA,0000-00-00,W
gibsomi01,Mike,Michael,Jerome,Gibson,,,,Mike,F,0,0,82,205,SC-Spartanburg,,27-10-60,Williamsburg Co.,SC,USA,Hemingway,Hemingway,SC,USA,0000-00-00,B
gillebe01,Ben,Benjamin,,Gillery,,,,Ben,C,0,0,84,235,Georgetown,Hutchinson CC,19-09-65,Detroit,MI,USA,Central / Murray-Wright / Cody,Detroit,MI,USA,0000-00-00,B
gilliar01,Armon,Armen,Louis,Gilliam,,Armon Louis Gilliam,,The Hammer,F-C,0,0,81,230,UNLV,Independence JC,28-05-64,Pittsburgh,PA,USA,Bethel Park Senior,Bethel Park,PA,USA,05-07-11,B
gilmuch01,Chuck,Charles,E.,Gilmur,,,Jr.,"Chuck, Charlie",F-C,0,0,76,225,Washington,,13-08-22,Seattle,WA,USA,Lincoln,Seattle,WA,USA,13-01-11,W
glickno01,Normie,Norman,Stanley,Glick,,,,Normie,F,0,0,78.5,190,Loyola (CA),,10-11-27,,,,Manual Arts,Los Angeles,CA,USA,19-03-89,W
glovedi01,Dion,Micaiah,Diondae,Glover,,,,Dion,G,0,0,77,220,Georgia Tech,,22-10-78,Marietta,GA,USA,Cedar Grove,Decatur,GA,USA,0000-00-00,B
gminsmi01,Mike,Michael,Thomas,Gminski,,,,"Mike, G-Man",C,0,0,83,250,Duke,,03-08-59,Monroe,CT,USA,Masuk,Monroe,CT,USA,0000-00-00,W
godfrda01,Dan,Daniel,Joseph,Godfread,,,,Dan,C,0,0,82,250,Evansville,,14-06-67,Fort Wayne,IN,USA,Stillman Valley,Stillman Valley,IL,USA,0000-00-00,W
golato01,Tom,Thomas,Joseph,Gola,,,,"Tom, Mr. All-Around",G-F,0,0,78,205,LaSalle,,13-01-33,Philadelphia,PA,USA,LaSalle,Philadelphia,PA,USA,0000-00-00,W
goldfbe01,Ben,Benjamin,Paul,Goldfaden,,,,Ben,F,0,0,73,185,George Washington,,06-09-13,,,,Southside,Newark,NJ,USA,0000-00-00,W
goodedr01,Drew,Andrew,Melvin,Gooden,,,,Drew,F,0,0,82,230,Kansas,,24-09-81,Oakland,CA,USA,El Cerrito,El Cerrito,CA,USA,0000-00-00,B
goodrst01,Steve,Steven,Withington,Goodrich,,,,Steve,F,0,0,82,220,Princeton,,18-03-76,Brussels,,BEL,William Penn Charter,Philadelphia,PA,USA,0000-00-00,W
goodwpo01,Pop,Wilfred,R.,Goodwin,,,,"Pop, Bill",F-C,0,0,74,203,none,,22-12-20,,,,St. John's Prep,Brooklyn,NY,USA,17-05-05,W
gordobe01,Ben,Benjamin,,Gordon,,,,Ben,G,0,0,75,200,Connecticut,,04-04-83,London,,ENG,Mount Vernon,Mount Vernon,NY,USA,0000-00-00,B
grabojo01,Joe,Joseph,W.,Graboski,,,,"Joe, Grabbo",F-C,0,0,79,195,none,,15-01-30,Chicago,IL,USA,Tuley,Chicago,IL,USA,02-07-98,W
grahaca01,Cal,Calvin,J.,Graham,,,,Cal,G,0,0,74,195,Gannon,,07-06-44,,,,Morris,Bronx,NY,USA,0000-00-00,B
grahagr01,Greg,Gregory,Lawrence,Graham,,,,Greg,G,0,0,76,174,Indiana,,26-11-70,Indianapolis,IN,USA,Warren Central,Indianapolis,IN,USA,0000-00-00,B
grahama01,Mal,Robert,Malcolm,Graham,,,,Mal,G,0,0,73,185,NYU,Boston College Law School,23-02-45,Parrott,GA,USA,White Plains,White Plains,NY,USA,0000-00-00,B
grandji01,Jim,James,Thomas,Grandholm,,,,Jim,F-C,0,0,84,235,South Florida,Florida,04-10-60,Elkhart,IN,USA,Central,Elkhart,IN,USA,0000-00-00,W
grantbu01,Bud,Harry,Peter,Grant,,,Jr.,Bud,F,0,0,75,195,Minnesota,,20-05-27,Superior,WI,USA,Central,Superior,WI,USA,0000-00-00,W
grantgr01,Greg,Gregory,Alan,Grant,,,,"Greg, Waterbug",G,0,0,67,140,Trenton State,Morris Brown,29-08-66,Trenton,NJ,USA,Central,Trenton,NJ,USA,0000-00-00,B
grantjo01,Josh,Joshua,David,Grant,,,,Josh,F,0,0,81,223,Utah,,07-08-67,Salt Lake City,UT,USA,East,Salt Lake City,UT,USA,0000-00-00,W
gratedo01,Don,Donald,,Grate,,,,"Don, Buckeye",F-G,0,0,74,180,Ohio State,,27-08-23,Greenfield,OH,USA,Greenfield,Greenfield,OH,USA,0000-00-00,W
gravebu01,Butch,Earl,Gilbert,Graves,,,Jr.,Butch,G,0,0,75,200,Yale,,05-01-62,Scarsdale,NY,USA,Scarsdale,Scarsdale,NY,USA,0000-00-00,B
grayed01,Ed,Edward,,Gray,,,Jr.,Ed,G,0,0,75,210,California,Tennessee / Southern Idaho,27-09-75,Riverside,CA,USA,North,Riverside,CA,USA,0000-00-00,B
grayeje01,Jeff,Jeffrey,,Grayer,,,,Jeff,F-G,0,0,76,200,Iowa State,,17-12-65,Flint,MI,USA,Northwestern Community,Flint,MI,USA,0000-00-00,B
greacbo01,Bob,Robert,Alexander,Greacen,,,,Bob,F,0,0,79,206,Rutgers,,15-09-47,(ht) Merchantville,NJ,USA,Merchantville,Merchantville,NJ,USA,0000-00-00,W
greenje01,Jerry,Gerald,,Greenspan,,,,Jerry,F,0,0,77,195,Maryland,,22-11-41,,,,Weequahic,Newark,NJ,USA,0000-00-00,W
greenjo01,Johnny,John,M.,Green,,,,"Johnny, Jumpin' Johnny",F-C,0,0,77,200,Michigan State,,08-12-33,Dayton,OH,USA,Dunbar (DNP),Dayton,OH,USA,0000-00-00,B
